assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
d4d6b608-a94b-40e7-8315-0479ebb92295,PE-10,Physical and Environmental Protection,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-07-18,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PE-10 for Inventory SCM
914fd85f-8cd9-4b29-9ee2-907e5a505270,SI-16,System and Information Integrity,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-08-06,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SI-16 for Inventory SCM
8eb0d042-14a6-4dce-bd23-b6b16789430f,SI-2,System and Information Integrity,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-06-24,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of SI-2 for Inventory SCM
cf3aa856-bcbf-4674-b4a1-8056622873c5,AC-19,Access Control,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-07-02,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AC-19 for Inventory SCM
5ab8dccb-6d3f-4589-a1bf-df88fb8b9ebc,PE-5,Physical and Environmental Protection,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-08-02,Continuous Monitoring,External Auditor - Deloitte,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Deploy configuration management solution,2025-12-14,Michelle Anderson,Assessment of PE-5 for Inventory SCM
ba8abd41-8de5-4812-94de-e34fc0bdc6e9,CM-4,Configuration Management,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-07-15,External Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CM-4 for Inventory SCM
3eb9967e-1974-4ee5-8a3f-508f8ac39d22,MA-3,Maintenance,8b4bf183-88dc-45db-861d-5624ff61a7f7,Inventory SCM,2025-08-07,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of MA-3 for Inventory SCM
434ee444-5c84-4036-bd2f-f67891a8c625,MA-1,Maintenance,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-01,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of MA-1 for Inventory CRM
ba7b92b3-bd00-47a4-a9b2-3d846b62d8fc,PE-15,Physical and Environmental Protection,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-05,External Audit,Compliance Team,Implemented,Partially Effective,,,,,Assessment of PE-15 for Inventory CRM
b3b57531-b936-47ee-a3e6-862d9a6d947b,SC-13,System and Communications Protection,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-04,Internal Audit,IT Security Team,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Upgrade legacy system to support required controls,2025-10-24,Michael Lewis,Assessment of SC-13 for Inventory CRM
7e503ccb-33d5-4b9d-8f60-2494da211e7b,AT-3,Awareness and Training,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-09,External Audit,External Auditor - PwC,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Upgrade legacy system to support required controls,2025-09-27,Michael Lewis,Assessment of AT-3 for Inventory CRM
1285a605-a0a8-4bd7-94f6-60106c2c94e2,SR-6,Supply Chain Risk Management,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-15,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SR-6 for Inventory CRM
353fa1b4-c63d-468f-9c4f-4b0f2c316828,IA-6,Identification and Authentication,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-23,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of IA-6 for Inventory CRM
20a9adf8-9b75-446a-b5bd-4b9e48a7864b,AC-5,Access Control,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-13,Self-Assessment,External Auditor - Deloitte,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Implement automated control monitoring by Q1 2025,2025-10-31,Michael Lewis,Assessment of AC-5 for Inventory CRM
540f119c-5582-4cc5-bb0d-adc1edd0dfeb,SR-10,Supply Chain Risk Management,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-16,Self-Assessment,External Auditor - KPMG,Implemented,Not Effective,,,,,Assessment of SR-10 for Inventory CRM
e7843af6-5415-4401-bc6b-2a4f6d756d69,SA-3,System and Services Acquisition,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-30,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SA-3 for Inventory CRM
879d9774-a6d9-4af2-bb92-08bb3ff83955,IR-4,Incident Response,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-22,Internal Audit,Security Operations,Not Implemented,Not Effective,Technical debt impacting control effectiveness,Upgrade legacy system to support required controls,2025-08-18,Michael Lewis,Assessment of IR-4 for Inventory CRM
ea52d44b-99dc-46f6-8f0b-1899251eb56c,SI-16,System and Information Integrity,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-26,Continuous Monitoring,Risk Management,Implemented,Effective,,,,,Assessment of SI-16 for Inventory CRM
142954db-d2b2-4a1d-8dc9-4f5f1f0f6932,PE-2,Physical and Environmental Protection,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-05-29,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PE-2 for Inventory CRM
cf163e2b-b3fc-431c-8fa4-5b3e82e2843f,CP-1,Contingency Planning,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-03,Continuous Monitoring,External Auditor - PwC,Not Implemented,Not Effective,"Control partially automated, manual steps remain",Deploy configuration management solution,2025-09-26,Michael Lewis,Assessment of CP-1 for Inventory CRM
2507c795-e4cb-4544-a9e6-b06b31fc3fe7,SC-28,System and Communications Protection,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-20,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of SC-28 for Inventory CRM
e7686691-3154-46ec-850c-3f1acec3bfe7,SR-11,Supply Chain Risk Management,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-01,Self-Assessment,Security Operations,Partially Implemented,Partially Effective,Technical debt impacting control effectiveness,Upgrade legacy system to support required controls,2025-12-20,Michael Lewis,Assessment of SR-11 for Inventory CRM
dfb69398-f422-4a84-aa3f-fd0da291fb22,AU-8,Audit and Accountability,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-14,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AU-8 for Inventory CRM
7cef2b8b-4b48-4dc9-83c9-42c6d084517d,IR-5,Incident Response,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-07-11,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of IR-5 for Inventory CRM
a692bba1-9981-4856-af03-72a73e210cce,RA-2,Risk Assessment,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-05-26,Internal Audit,IT Security Team,Implemented,Partially Effective,,,,,Assessment of RA-2 for Inventory CRM
3be9ab0f-3d7a-4dec-b646-82604e48a7e0,CP-2,Contingency Planning,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-05-26,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of CP-2 for Inventory CRM
6a6be083-e9a6-466c-a3d1-f41d2d244326,SC-20,System and Communications Protection,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-10,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SC-20 for Inventory CRM
c2e59a3c-3d7b-44d0-b498-cd7b9958b0c8,CM-6,Configuration Management,d5f3d783-e45b-46b9-9249-1dace1b1eedb,Inventory CRM,2025-06-17,Internal Audit,External Auditor - Deloitte,Not Implemented,Not Effective,Technical debt impacting control effectiveness,Engage vendor for implementation support,2025-08-07,Michael Lewis,Assessment of CM-6 for Inventory CRM
6822760a-bf52-4d7a-a6d1-95d2ebe8f0eb,AC-12,Access Control,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-17,Internal Audit,External Auditor - Deloitte,Partially Implemented,Partially Effective,Manual process needs automation for compliance,Deploy centralized logging solution,2025-03-15,Jessica Clark,Assessment of AC-12 for HR Application
a655e5fb-c291-4515-bfbe-9db9ddf1c1d5,MP-4,Media Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-02-02,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of MP-4 for HR Application
e7d0ab46-9198-4635-995f-d4b0d321e469,IA-2,Identification and Authentication,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-12,External Audit,GRC Team,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Deploy configuration management solution,2025-06-08,Jessica Clark,Assessment of IA-2 for HR Application
7e823656-736c-4d8c-86b4-edda8f7f4a0f,PM-8,Program Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-13,Continuous Monitoring,External Auditor - PwC,Implemented,Effective,,,,,Assessment of PM-8 for HR Application
48022412-cf99-4097-8d3c-9d1e67cc6673,CM-1,Configuration Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-15,Self-Assessment,Security Operations,Partially Implemented,Effective,Manual process needs automation for compliance,Complete staff training program,2025-03-31,Jessica Clark,Assessment of CM-1 for HR Application
8758490d-e9da-419b-8cf2-abc61884c9e1,MP-6,Media Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-16,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of MP-6 for HR Application
ba6d43d4-19fb-47fc-b210-af980afa16da,SC-13,System and Communications Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-14,Self-Assessment,External Auditor - KPMG,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Upgrade legacy system to support required controls,2025-06-19,Jessica Clark,Assessment of SC-13 for HR Application
ed239933-6bb7-4a23-a895-1bd88db88c86,SI-7,System and Information Integrity,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-07,Continuous Monitoring,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SI-7 for HR Application
972dbc4f-3aaf-4a2b-9613-98f0d92bde02,AC-7,Access Control,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-31,Continuous Monitoring,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AC-7 for HR Application
ab662034-8eae-4ec3-ad84-4e73d7c7fc2e,PL-4,Planning,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-16,External Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PL-4 for HR Application
6ce7a739-0245-4215-a03a-dfb25e25fffe,PM-11,Program Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-09,Self-Assessment,Security Operations,Not Implemented,Not Effective,Training not yet completed for all relevant personnel,Engage vendor for implementation support,2025-03-25,Jessica Clark,Assessment of PM-11 for HR Application
bead7566-f995-4156-a0c1-c2f4be6be55a,SR-10,Supply Chain Risk Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-27,Self-Assessment,Security Operations,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Document and formalize existing procedures,2025-03-27,Jessica Clark,Assessment of SR-10 for HR Application
14d92354-b20b-4bb9-86f1-b9cdfb093f82,SC-21,System and Communications Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-21,Self-Assessment,External Auditor - PwC,Partially Implemented,Not Effective,Third-party dependency blocking full implementation,Engage vendor for implementation support,2025-01-30,Jessica Clark,Assessment of SC-21 for HR Application
51678d9e-2def-4aac-bd98-903dfd24ce49,PE-16,Physical and Environmental Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-25,Self-Assessment,Security Operations,Implemented,Partially Effective,,,,,Assessment of PE-16 for HR Application
6075aecb-5a46-4a7f-b8ce-832eece25ba6,PE-3,Physical and Environmental Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-15,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of PE-3 for HR Application
a81b59ee-dd85-4b48-a2b5-5eba9321da0d,PE-2,Physical and Environmental Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-02,Continuous Monitoring,IT Security Team,Implemented,Effective,,,,,Assessment of PE-2 for HR Application
3e10764f-faaa-456f-a5f6-128bfd003e7e,PE-11,Physical and Environmental Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-18,Internal Audit,GRC Team,Implemented,Partially Effective,,,,,Assessment of PE-11 for HR Application
310cb1a7-1724-4655-bb1a-58982e411705,PS-4,Personnel Security,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-28,Internal Audit,Compliance Team,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Implement automated control monitoring by Q1 2025,2025-03-14,Jessica Clark,Assessment of PS-4 for HR Application
84fec8c6-b148-4cec-8096-438c5bf8abc9,SC-22,System and Communications Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-22,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SC-22 for HR Application
2e1ccbc0-a5e1-40d5-a162-53d56ce64a3f,AC-6,Access Control,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-24,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of AC-6 for HR Application
4fbc34a0-47ab-4f9e-b5a9-4a2879fad1a8,RA-7,Risk Assessment,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-01,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of RA-7 for HR Application
12eff366-76d9-4d39-9294-80e28882137d,AC-20,Access Control,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-29,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of AC-20 for HR Application
0b503d00-750e-43b0-a352-53763c01c97e,SC-15,System and Communications Protection,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-17,Self-Assessment,Risk Management,Not Applicable,,,,,,Assessment of SC-15 for HR Application
3d8bf1f7-6426-42d4-835b-2da7247054b5,MA-6,Maintenance,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-21,Continuous Monitoring,External Auditor - KPMG,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Upgrade legacy system to support required controls,2025-05-17,Jessica Clark,Assessment of MA-6 for HR Application
e7a8a73b-123a-4c4e-9a3f-2af247498d85,MA-1,Maintenance,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-10,Self-Assessment,IT Security Team,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Document and formalize existing procedures,2025-05-16,Jessica Clark,Assessment of MA-1 for HR Application
87b38958-ae09-408b-910a-353210390728,AC-1,Access Control,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-18,Self-Assessment,Risk Management,Implemented,Partially Effective,,,,,Assessment of AC-1 for HR Application
96a03b19-319a-4be4-b2d9-7e8fb3cdcde4,CM-2,Configuration Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2024-12-18,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of CM-2 for HR Application
78129925-7294-47e6-b680-ddeff71bdff1,SR-5,Supply Chain Risk Management,cb5fcd79-c7c1-4520-b934-61da025a892c,HR Application,2025-01-08,Continuous Monitoring,External Auditor - KPMG,Implemented,Partially Effective,,,,,Assessment of SR-5 for HR Application
637cac6b-c7a4-4960-a481-b8d2a5b29fdc,SR-11,Supply Chain Risk Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-07,Internal Audit,Internal Audit Team,Implemented,Partially Effective,,,,,Assessment of SR-11 for Customer Warehouse
440bde8d-b695-4136-a5ef-c1e945d67770,PM-1,Program Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-02,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PM-1 for Customer Warehouse
9e5a854a-9237-4bd1-bd47-4588461cfda4,MP-3,Media Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-06,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of MP-3 for Customer Warehouse
d717cf61-8a45-4145-8ced-003084583638,SC-13,System and Communications Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-10,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of SC-13 for Customer Warehouse
cdf4a204-d7e6-4fb6-8680-9a26df107596,PM-4,Program Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-16,Internal Audit,Risk Management,Not Implemented,Not Effective,Control not yet implemented pending resource allocation,Upgrade legacy system to support required controls,2025-08-17,Ashley Walker,Assessment of PM-4 for Customer Warehouse
33e07752-ec3e-4341-a404-5dfb7b916238,AC-8,Access Control,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-05,Internal Audit,IT Security Team,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Complete staff training program,2026-01-24,Ashley Walker,Assessment of AC-8 for Customer Warehouse
0454c2c9-81e6-4485-bfb9-279aa9d8d4b1,SI-2,System and Information Integrity,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-18,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Legacy system limitation prevents full implementation,Document and formalize existing procedures,2025-12-16,Ashley Walker,Assessment of SI-2 for Customer Warehouse
6e4a3efe-40e4-4c27-81fa-a7941f720ff6,SI-16,System and Information Integrity,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-12,External Audit,External Auditor - Deloitte,Not Applicable,,,,,,Assessment of SI-16 for Customer Warehouse
4c0b754d-65f1-4dc0-91fc-0d3150186fd4,SC-5,System and Communications Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-06,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SC-5 for Customer Warehouse
167b93a0-931d-47cc-90e1-b8cfbc3e83be,CP-10,Contingency Planning,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-28,Self-Assessment,External Auditor - KPMG,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Deploy configuration management solution,2025-11-15,Ashley Walker,Assessment of CP-10 for Customer Warehouse
2de430af-f86b-4da3-b177-e30c7d9e9a18,MP-7,Media Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-07,Continuous Monitoring,External Auditor - PwC,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Implement automated compliance checks,2026-02-02,Ashley Walker,Assessment of MP-7 for Customer Warehouse
f15f0312-0c23-4897-bc18-918bef1bed6c,SC-18,System and Communications Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-02,Internal Audit,Compliance Team,Partially Implemented,Partially Effective,Policy documented but evidence collection incomplete,Establish evidence collection workflow,2026-02-23,Ashley Walker,Assessment of SC-18 for Customer Warehouse
7e76ef41-e902-4728-a600-ed3605ee531c,SI-10,System and Information Integrity,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-23,Internal Audit,Internal Audit Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Engage vendor for implementation support,2025-12-26,Ashley Walker,Assessment of SI-10 for Customer Warehouse
f373f4b7-3e95-4431-8fdf-99a36b263ea5,SR-10,Supply Chain Risk Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-23,External Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SR-10 for Customer Warehouse
c8099dbf-afa3-41c2-93eb-af2ab68df783,AC-14,Access Control,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-06,Self-Assessment,GRC Team,Not Applicable,,,,,,Assessment of AC-14 for Customer Warehouse
304566f2-d839-4d7c-8be0-6600eff92b48,PS-8,Personnel Security,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-23,Self-Assessment,Compliance Team,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Implement automated control monitoring by Q1 2025,2025-11-15,Ashley Walker,Assessment of PS-8 for Customer Warehouse
166f33d3-922f-46f5-8cf0-8766dd8c8e76,SC-23,System and Communications Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-22,Self-Assessment,Internal Audit Team,Implemented,Partially Effective,,,,,Assessment of SC-23 for Customer Warehouse
ccbbe417-a783-4c2b-9b6e-9b2299b2474d,CM-4,Configuration Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-19,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of CM-4 for Customer Warehouse
f8a9a97f-34c7-4d91-8fe7-7e23cc5ed3e2,CA-7,Assessment Authorization and Monitoring,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-06,Internal Audit,Security Operations,Not Applicable,,,,,,Assessment of CA-7 for Customer Warehouse
ff746bd0-13fc-45b1-b568-7579fc8dc528,AU-6,Audit and Accountability,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-04,Internal Audit,Compliance Team,Partially Implemented,Partially Effective,Third-party dependency blocking full implementation,Upgrade legacy system to support required controls,2025-11-29,Ashley Walker,Assessment of AU-6 for Customer Warehouse
92a4ffbc-7e4b-4272-aa14-64efcb95902d,PE-9,Physical and Environmental Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-02,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of PE-9 for Customer Warehouse
f35bc6a0-9751-40e9-b183-bc309c7a7004,IR-4,Incident Response,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-27,Self-Assessment,GRC Team,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Complete staff training program,2025-10-12,Ashley Walker,Assessment of IR-4 for Customer Warehouse
6ae179a1-34d1-442f-b741-6417e2514a5c,PE-16,Physical and Environmental Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-07,Self-Assessment,External Auditor - PwC,Not Implemented,Not Effective,Awaiting management approval for implementation,Implement automated control monitoring by Q1 2025,2025-12-29,Ashley Walker,Assessment of PE-16 for Customer Warehouse
de313404-70dd-4c85-abbc-a3b989c866e5,AC-1,Access Control,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-02,External Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of AC-1 for Customer Warehouse
6d531a6d-3dff-44bf-9d81-6cb41ed8e817,PE-12,Physical and Environmental Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-20,Continuous Monitoring,Internal Audit Team,Implemented,Effective,,,,,Assessment of PE-12 for Customer Warehouse
bcc5abb5-3d28-45be-bbee-0c93bb3a68b9,PM-5,Program Management,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-27,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of PM-5 for Customer Warehouse
f54ad232-6a25-42f4-8e4e-8f12b412c0b6,IA-3,Identification and Authentication,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-07,Continuous Monitoring,Compliance Team,Implemented,Effective,,,,,Assessment of IA-3 for Customer Warehouse
78d803ba-1b39-473e-a20d-bef9d1b591b2,IA-12,Identification and Authentication,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-14,External Audit,External Auditor - Deloitte,Partially Implemented,Partially Effective,Policy documented but evidence collection incomplete,Deploy configuration management solution,2026-03-05,Ashley Walker,Assessment of IA-12 for Customer Warehouse
45ed77ee-a095-4513-b874-0a8ca2c73a33,AC-20,Access Control,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-12,External Audit,Compliance Team,Implemented,Effective,,,,,Assessment of AC-20 for Customer Warehouse
6895d3d5-26b3-44f1-9e64-56a1ccb6db6f,MP-5,Media Protection,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-07-26,External Audit,External Auditor - PwC,Partially Implemented,Partially Effective,Policy documented but evidence collection incomplete,Engage vendor for implementation support,2025-11-24,Ashley Walker,Assessment of MP-5 for Customer Warehouse
8845bdde-a9d7-4ce8-9987-6ae517022365,IR-8,Incident Response,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-01,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of IR-8 for Customer Warehouse
85c2a515-c604-4b6a-947d-3398df169ea3,AC-2,Access Control,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-08-15,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of AC-2 for Customer Warehouse
0fd802eb-2544-4519-851c-999a4e0847e2,AU-9,Audit and Accountability,64d1a9b3-77cd-4f3a-a35e-14e069f58fd0,Customer Warehouse,2025-09-12,Internal Audit,GRC Team,Not Implemented,Not Effective,Control not yet implemented pending resource allocation,Implement automated control monitoring by Q1 2025,2025-11-29,Ashley Walker,Assessment of AU-9 for Customer Warehouse
e4dd4fb9-cb33-436a-82b2-870eef913c9f,PM-2,Program Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-01,External Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of PM-2 for Marketing Portal
fd81c1d7-d43c-4310-a387-25614b2d677d,CM-9,Configuration Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-27,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of CM-9 for Marketing Portal
57aa218f-6077-41ad-b084-e0e22b3aab7f,AC-11,Access Control,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-12,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AC-11 for Marketing Portal
627030e2-2458-4b18-99f8-6ae23d6af880,PM-3,Program Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-26,Internal Audit,Internal Audit Team,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Implement automated control monitoring by Q1 2025,2024-12-20,Michael Clark,Assessment of PM-3 for Marketing Portal
1db43077-303a-4b31-a739-5a7f51336057,MA-2,Maintenance,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-01,Self-Assessment,Security Operations,Not Applicable,,,,,,Assessment of MA-2 for Marketing Portal
047cab92-0149-48b0-9bcc-3fcc64a5eefa,PE-8,Physical and Environmental Protection,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-12,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of PE-8 for Marketing Portal
